"","R1","R2","R3","P5","P7","mm10_unique","mm10_total","mm10_dup","mm10_libsize"
"1184883","R1.033","R2.028","R3.051","P1.05","P2.04",1,1,0,1
"1185113","R1.033","R2.029","R3.089","P1.05","P2.04",1,1,0,1
"1185232","R1.033","R2.030","R3.016","P1.05","P2.04",1,1,0,1
"1185254","R1.033","R2.030","R3.038","P1.05","P2.04",2,2,0,2
"1185262","R1.033","R2.030","R3.046","P1.05","P2.04",1,1,0,1
"1185657","R1.033","R2.032","R3.057","P1.05","P2.04",1,1,0,1
"1185800","R1.033","R2.033","R3.008","P1.05","P2.04",1,1,0,1
"1186601","R1.033","R2.037","R3.041","P1.05","P2.04",2,2,0,2
"1186837","R1.033","R2.038","R3.085","P1.05","P2.04",2,2,0,2
"1187224","R1.033","R2.040","R3.088","P1.05","P2.04",1,1,0,1
"1187525","R1.033","R2.042","R3.005","P1.05","P2.04",2,2,0,2
"1187533","R1.033","R2.042","R3.013","P1.05","P2.04",1,1,0,1
"1187782","R1.033","R2.043","R3.070","P1.05","P2.04",1,1,0,1
"1187807","R1.033","R2.043","R3.095","P1.05","P2.04",1,1,0,1
"1187941","R1.033","R2.044","R3.037","P1.05","P2.04",1,1,0,1
"1187948","R1.033","R2.044","R3.044","P1.05","P2.04",1,1,0,1
"1188109","R1.033","R2.045","R3.013","P1.05","P2.04",1,1,0,1
"1188354","R1.033","R2.046","R3.066","P1.05","P2.04",1,2,0.5,1
"1188516","R1.033","R2.047","R3.036","P1.05","P2.04",1,1,0,1
"1188571","R1.033","R2.047","R3.091","P1.05","P2.04",1,1,0,1
"1188726","R1.033","R2.048","R3.054","P1.05","P2.04",1,1,0,1
"1188908","R1.033","R2.049","R3.044","P1.05","P2.04",1,1,0,1
"1189116","R1.033","R2.050","R3.060","P1.05","P2.04",1,1,0,1
"1189274","R1.033","R2.051","R3.026","P1.05","P2.04",1,1,0,1
"1189318","R1.033","R2.051","R3.070","P1.05","P2.04",1,1,0,1
"1189329","R1.033","R2.051","R3.081","P1.05","P2.04",1,1,0,1
"1189330","R1.033","R2.051","R3.082","P1.05","P2.04",1,1,0,1
"1189647","R1.033","R2.053","R3.015","P1.05","P2.04",1,1,0,1
"1189842","R1.033","R2.054","R3.018","P1.05","P2.04",1,1,0,1
"1189877","R1.033","R2.054","R3.053","P1.05","P2.04",1,1,0,1
"1189920","R1.033","R2.054","R3.096","P1.05","P2.04",1,1,0,1
"1190047","R1.033","R2.055","R3.031","P1.05","P2.04",1,1,0,1
"1190066","R1.033","R2.055","R3.050","P1.05","P2.04",1,1,0,1
"1190109","R1.033","R2.055","R3.093","P1.05","P2.04",1,1,0,1
"1190290","R1.033","R2.056","R3.082","P1.05","P2.04",1,1,0,1
"1190624","R1.033","R2.058","R3.032","P1.05","P2.04",1,1,0,1
"1191040","R1.033","R2.060","R3.064","P1.05","P2.04",1,1,0,1
"1191062","R1.033","R2.060","R3.086","P1.05","P2.04",1,1,0,1
"1191066","R1.033","R2.060","R3.090","P1.05","P2.04",1,1,0,1
"1191405","R1.033","R2.062","R3.045","P1.05","P2.04",1,1,0,1
"1191414","R1.033","R2.062","R3.054","P1.05","P2.04",1,1,0,1
"1191444","R1.033","R2.062","R3.084","P1.05","P2.04",1,1,0,1
"1191578","R1.033","R2.063","R3.026","P1.05","P2.04",2,2,0,2
"1191601","R1.033","R2.063","R3.049","P1.05","P2.04",1,1,0,1
"1191637","R1.033","R2.063","R3.085","P1.05","P2.04",1,1,0,1
"1192012","R1.033","R2.065","R3.076","P1.05","P2.04",1,1,0,1
"1192138","R1.033","R2.066","R3.010","P1.05","P2.04",1,1,0,1
"1192156","R1.033","R2.066","R3.028","P1.05","P2.04",1,1,0,1
"1192167","R1.033","R2.066","R3.039","P1.05","P2.04",1,1,0,1
"1192207","R1.033","R2.066","R3.079","P1.05","P2.04",1,1,0,1
"1192222","R1.033","R2.066","R3.094","P1.05","P2.04",1,1,0,1
"1192546","R1.033","R2.068","R3.034","P1.05","P2.04",2,2,0,2
"1192554","R1.033","R2.068","R3.042","P1.05","P2.04",1,1,0,1
"1192584","R1.033","R2.068","R3.072","P1.05","P2.04",1,1,0,1
"1192920","R1.033","R2.070","R3.024","P1.05","P2.04",1,1,0,1
"1192928","R1.033","R2.070","R3.032","P1.05","P2.04",1,1,0,1
"1193502","R1.033","R2.073","R3.030","P1.05","P2.04",1,1,0,1
"1193512","R1.033","R2.073","R3.040","P1.05","P2.04",1,2,0.5,1
"1193522","R1.033","R2.073","R3.050","P1.05","P2.04",1,3,0.666666666666667,1
"1193549","R1.033","R2.073","R3.077","P1.05","P2.04",2,2,0,2
"1193732","R1.033","R2.074","R3.068","P1.05","P2.04",1,1,0,1
"1193741","R1.033","R2.074","R3.077","P1.05","P2.04",1,1,0,1
"1193744","R1.033","R2.074","R3.080","P1.05","P2.04",1,1,0,1
"1193754","R1.033","R2.074","R3.090","P1.05","P2.04",1,1,0,1
"1193892","R1.033","R2.075","R3.036","P1.05","P2.04",1,1,0,1
"1194487","R1.033","R2.078","R3.055","P1.05","P2.04",1,1,0,1
"1194517","R1.033","R2.078","R3.085","P1.05","P2.04",1,1,0,1
"1194884","R1.033","R2.080","R3.068","P1.05","P2.04",1,1,0,1
"1195040","R1.033","R2.081","R3.032","P1.05","P2.04",1,1,0,1
"1195278","R1.033","R2.082","R3.078","P1.05","P2.04",1,1,0,1
"1195472","R1.033","R2.083","R3.080","P1.05","P2.04",1,1,0,1
"1195799","R1.033","R2.085","R3.023","P1.05","P2.04",2,2,0,2
"1195816","R1.033","R2.085","R3.040","P1.05","P2.04",1,1,0,1
"1196374","R1.033","R2.088","R3.022","P1.05","P2.04",1,1,0,1
"1196387","R1.033","R2.088","R3.035","P1.05","P2.04",1,2,0.5,1
"1196554","R1.033","R2.089","R3.010","P1.05","P2.04",1,2,0.5,1
"1196606","R1.033","R2.089","R3.062","P1.05","P2.04",1,2,0.5,1
"1196752","R1.033","R2.090","R3.016","P1.05","P2.04",1,1,0,1
"1196954","R1.033","R2.091","R3.026","P1.05","P2.04",1,1,0,1
"1196963","R1.033","R2.091","R3.035","P1.05","P2.04",1,1,0,1
"1196978","R1.033","R2.091","R3.050","P1.05","P2.04",1,1,0,1
"1197000","R1.033","R2.091","R3.072","P1.05","P2.04",1,1,0,1
"1197159","R1.033","R2.092","R3.039","P1.05","P2.04",1,1,0,1
"1197545","R1.033","R2.094","R3.041","P1.05","P2.04",1,1,0,1
"1197589","R1.033","R2.094","R3.085","P1.05","P2.04",1,1,0,1
"1197724","R1.033","R2.095","R3.028","P1.05","P2.04",1,1,0,1
"1197788","R1.033","R2.095","R3.092","P1.05","P2.04",1,1,0,1
"1216578","R1.034","R2.001","R3.066","P1.05","P2.04",1,1,0,1
"1216738","R1.034","R2.002","R3.034","P1.05","P2.04",1,1,0,1
"1216980","R1.034","R2.003","R3.084","P1.05","P2.04",1,1,0,1
"1217131","R1.034","R2.004","R3.043","P1.05","P2.04",1,1,0,1
"1217175","R1.034","R2.004","R3.087","P1.05","P2.04",1,1,0,1
"1218479","R1.034","R2.011","R3.047","P1.05","P2.04",1,1,0,1
"1218511","R1.034","R2.011","R3.079","P1.05","P2.04",1,4,0.75,1
"1218661","R1.034","R2.012","R3.037","P1.05","P2.04",1,1,0,1
"1218830","R1.034","R2.013","R3.014","P1.05","P2.04",1,2,0.5,1
"1218873","R1.034","R2.013","R3.057","P1.05","P2.04",1,2,0.5,1
"1219084","R1.034","R2.014","R3.076","P1.05","P2.04",1,1,0,1
"1219085","R1.034","R2.014","R3.077","P1.05","P2.04",1,1,0,1
"1219250","R1.034","R2.015","R3.050","P1.05","P2.04",1,1,0,1
"1219409","R1.034","R2.016","R3.017","P1.05","P2.04",1,1,0,1
"1219651","R1.034","R2.017","R3.067","P1.05","P2.04",1,1,0,1
"1219786","R1.034","R2.018","R3.010","P1.05","P2.04",1,1,0,1
"1219812","R1.034","R2.018","R3.036","P1.05","P2.04",1,1,0,1
"1219845","R1.034","R2.018","R3.069","P1.05","P2.04",1,2,0.5,1
"1220038","R1.034","R2.019","R3.070","P1.05","P2.04",1,1,0,1
"1220390","R1.034","R2.021","R3.038","P1.05","P2.04",1,1,0,1
"1221328","R1.034","R2.026","R3.016","P1.05","P2.04",1,1,0,1
"1221550","R1.034","R2.027","R3.046","P1.05","P2.04",1,1,0,1
"1221551","R1.034","R2.027","R3.047","P1.05","P2.04",1,1,0,1
"1221746","R1.034","R2.028","R3.050","P1.05","P2.04",1,1,0,1
"1221928","R1.034","R2.029","R3.040","P1.05","P2.04",1,1,0,1
"1222105","R1.034","R2.030","R3.025","P1.05","P2.04",1,1,0,1
"1222912","R1.034","R2.034","R3.064","P1.05","P2.04",1,1,0,1
"1222944","R1.034","R2.034","R3.096","P1.05","P2.04",1,2,0.5,1
"1223050","R1.034","R2.035","R3.010","P1.05","P2.04",1,1,0,1
"1223272","R1.034","R2.036","R3.040","P1.05","P2.04",1,1,0,1
"1223273","R1.034","R2.036","R3.041","P1.05","P2.04",1,1,0,1
"1223315","R1.034","R2.036","R3.083","P1.05","P2.04",1,1,0,1
"1223483","R1.034","R2.037","R3.059","P1.05","P2.04",1,1,0,1
"1223657","R1.034","R2.038","R3.041","P1.05","P2.04",1,1,0,1
"1223710","R1.034","R2.038","R3.094","P1.05","P2.04",1,1,0,1
"1224206","R1.034","R2.041","R3.014","P1.05","P2.04",1,1,0,1
"1224428","R1.034","R2.042","R3.044","P1.05","P2.04",1,1,0,1
"1224434","R1.034","R2.042","R3.050","P1.05","P2.04",2,2,0,2
"1224463","R1.034","R2.042","R3.079","P1.05","P2.04",1,1,0,1
"1224578","R1.034","R2.043","R3.002","P1.05","P2.04",2,2,0,2
"1224631","R1.034","R2.043","R3.055","P1.05","P2.04",1,1,0,1
"1225744","R1.034","R2.049","R3.016","P1.05","P2.04",2,3,0.333333333333333,3
"1226159","R1.034","R2.051","R3.047","P1.05","P2.04",1,1,0,1
"1226170","R1.034","R2.051","R3.058","P1.05","P2.04",1,1,0,1
"1226197","R1.034","R2.051","R3.085","P1.05","P2.04",1,1,0,1
"1226359","R1.034","R2.052","R3.055","P1.05","P2.04",1,1,0,1
"1226368","R1.034","R2.052","R3.064","P1.05","P2.04",1,1,0,1
"1226903","R1.034","R2.055","R3.023","P1.05","P2.04",2,2,0,2
"1226908","R1.034","R2.055","R3.028","P1.05","P2.04",1,1,0,1
"1227281","R1.034","R2.057","R3.017","P1.05","P2.04",1,1,0,1
"1227284","R1.034","R2.057","R3.020","P1.05","P2.04",1,1,0,1
"1227295","R1.034","R2.057","R3.031","P1.05","P2.04",1,1,0,1
"1227318","R1.034","R2.057","R3.054","P1.05","P2.04",1,1,0,1
"1227351","R1.034","R2.057","R3.087","P1.05","P2.04",1,1,0,1
"1227542","R1.034","R2.058","R3.086","P1.05","P2.04",1,1,0,1
"1227682","R1.034","R2.059","R3.034","P1.05","P2.04",1,1,0,1
"1227724","R1.034","R2.059","R3.076","P1.05","P2.04",1,1,0,1
"1227866","R1.034","R2.060","R3.026","P1.05","P2.04",1,2,0.5,1
"1228108","R1.034","R2.061","R3.076","P1.05","P2.04",1,1,0,1
"1228318","R1.034","R2.062","R3.094","P1.05","P2.04",1,1,0,1
"1228420","R1.034","R2.063","R3.004","P1.05","P2.04",1,1,0,1
"1228656","R1.034","R2.064","R3.048","P1.05","P2.04",1,1,0,1
"1228683","R1.034","R2.064","R3.075","P1.05","P2.04",1,2,0.5,1
"1228864","R1.034","R2.065","R3.064","P1.05","P2.04",1,1,0,1
"1229014","R1.034","R2.066","R3.022","P1.05","P2.04",1,1,0,1
"1229268","R1.034","R2.067","R3.084","P1.05","P2.04",1,1,0,1
"1229274","R1.034","R2.067","R3.090","P1.05","P2.04",1,2,0.5,1
"1229438","R1.034","R2.068","R3.062","P1.05","P2.04",1,1,0,1
"1229656","R1.034","R2.069","R3.088","P1.05","P2.04",1,1,0,1
"1229802","R1.034","R2.070","R3.042","P1.05","P2.04",1,1,0,1
"1229832","R1.034","R2.070","R3.072","P1.05","P2.04",1,1,0,1
"1229977","R1.034","R2.071","R3.025","P1.05","P2.04",1,1,0,1
"1230387","R1.034","R2.073","R3.051","P1.05","P2.04",1,1,0,1
"1230397","R1.034","R2.073","R3.061","P1.05","P2.04",1,1,0,1
"1230757","R1.034","R2.075","R3.037","P1.05","P2.04",1,1,0,1
"1230795","R1.034","R2.075","R3.075","P1.05","P2.04",1,1,0,1
"1230807","R1.034","R2.075","R3.087","P1.05","P2.04",1,1,0,1
"1230939","R1.034","R2.076","R3.027","P1.05","P2.04",3,3,0,3
"1231145","R1.034","R2.077","R3.041","P1.05","P2.04",1,1,0,1
"1231161","R1.034","R2.077","R3.057","P1.05","P2.04",1,1,0,1
"1231533","R1.034","R2.079","R3.045","P1.05","P2.04",1,1,0,1
"1232085","R1.034","R2.082","R3.021","P1.05","P2.04",1,1,0,1
"1233096","R1.034","R2.087","R3.072","P1.05","P2.04",1,1,0,1
"1233265","R1.034","R2.088","R3.049","P1.05","P2.04",1,1,0,1
"1233297","R1.034","R2.088","R3.081","P1.05","P2.04",1,1,0,1
"1233308","R1.034","R2.088","R3.092","P1.05","P2.04",1,1,0,1
"1233444","R1.034","R2.089","R3.036","P1.05","P2.04",1,1,0,1
"1233473","R1.034","R2.089","R3.065","P1.05","P2.04",1,1,0,1
"1233483","R1.034","R2.089","R3.075","P1.05","P2.04",1,1,0,1
"1233642","R1.034","R2.090","R3.042","P1.05","P2.04",1,1,0,1
"1233652","R1.034","R2.090","R3.052","P1.05","P2.04",1,1,0,1
"1233667","R1.034","R2.090","R3.067","P1.05","P2.04",1,1,0,1
"1233797","R1.034","R2.091","R3.005","P1.05","P2.04",1,1,0,1
"1234077","R1.034","R2.092","R3.093","P1.05","P2.04",1,2,0.5,1
"1234425","R1.034","R2.094","R3.057","P1.05","P2.04",1,5,0.8,1
"1234436","R1.034","R2.094","R3.068","P1.05","P2.04",1,1,0,1
"1234765","R1.034","R2.096","R3.013","P1.05","P2.04",1,1,0,1
"1253395","R1.035","R2.001","R3.019","P1.05","P2.04",1,2,0.5,1
"1253624","R1.035","R2.002","R3.056","P1.05","P2.04",1,1,0,1
"1253854","R1.035","R2.003","R3.094","P1.05","P2.04",1,1,0,1
"1253961","R1.035","R2.004","R3.009","P1.05","P2.04",1,1,0,1
"1253992","R1.035","R2.004","R3.040","P1.05","P2.04",2,2,0,2
"1254007","R1.035","R2.004","R3.055","P1.05","P2.04",1,1,0,1
"1254147","R1.035","R2.005","R3.003","P1.05","P2.04",1,1,0,1
"1254155","R1.035","R2.005","R3.011","P1.05","P2.04",1,1,0,1
"1254177","R1.035","R2.005","R3.033","P1.05","P2.04",1,1,0,1
"1254548","R1.035","R2.007","R3.020","P1.05","P2.04",1,1,0,1
"1254595","R1.035","R2.007","R3.067","P1.05","P2.04",1,2,0.5,1
"1254721","R1.035","R2.008","R3.001","P1.05","P2.04",1,1,0,1
"1254723","R1.035","R2.008","R3.003","P1.05","P2.04",1,1,0,1
"1255107","R1.035","R2.010","R3.003","P1.05","P2.04",1,1,0,1
"1255191","R1.035","R2.010","R3.087","P1.05","P2.04",1,1,0,1
"1255391","R1.035","R2.011","R3.095","P1.05","P2.04",1,1,0,1
"1255549","R1.035","R2.012","R3.061","P1.05","P2.04",1,1,0,1
"1255959","R1.035","R2.014","R3.087","P1.05","P2.04",1,3,0.666666666666667,1
"1256075","R1.035","R2.015","R3.011","P1.05","P2.04",1,1,0,1
"1256095","R1.035","R2.015","R3.031","P1.05","P2.04",1,1,0,1
"1256515","R1.035","R2.017","R3.067","P1.05","P2.04",1,1,0,1
"1256653","R1.035","R2.018","R3.013","P1.05","P2.04",1,1,0,1
"1257447","R1.035","R2.022","R3.039","P1.05","P2.04",1,1,0,1
"1257603","R1.035","R2.023","R3.003","P1.05","P2.04",1,1,0,1
"1257649","R1.035","R2.023","R3.049","P1.05","P2.04",1,1,0,1
"1258756","R1.035","R2.029","R3.004","P1.05","P2.04",1,1,0,1
"1259142","R1.035","R2.031","R3.006","P1.05","P2.04",1,2,0.5,1
"1259150","R1.035","R2.031","R3.014","P1.05","P2.04",1,1,0,1
"1259371","R1.035","R2.032","R3.043","P1.05","P2.04",1,2,0.5,1
"1259422","R1.035","R2.032","R3.094","P1.05","P2.04",1,1,0,1
"1259525","R1.035","R2.033","R3.005","P1.05","P2.04",1,1,0,1
"1259562","R1.035","R2.033","R3.042","P1.05","P2.04",1,1,0,1
"1259796","R1.035","R2.034","R3.084","P1.05","P2.04",1,1,0,1
"1259907","R1.035","R2.035","R3.003","P1.05","P2.04",1,1,0,1
"1260138","R1.035","R2.036","R3.042","P1.05","P2.04",1,1,0,1
"1260149","R1.035","R2.036","R3.053","P1.05","P2.04",1,1,0,1
"1260157","R1.035","R2.036","R3.061","P1.05","P2.04",1,1,0,1
"1260161","R1.035","R2.036","R3.065","P1.05","P2.04",1,1,0,1
"1260574","R1.035","R2.038","R3.094","P1.05","P2.04",1,2,0.5,1
"1260749","R1.035","R2.039","R3.077","P1.05","P2.04",1,1,0,1
"1260755","R1.035","R2.039","R3.083","P1.05","P2.04",1,3,0.666666666666667,1
"1261151","R1.035","R2.041","R3.095","P1.05","P2.04",2,2,0,2
"1261280","R1.035","R2.042","R3.032","P1.05","P2.04",1,1,0,1
"1261316","R1.035","R2.042","R3.068","P1.05","P2.04",1,1,0,1
"1261634","R1.035","R2.044","R3.002","P1.05","P2.04",1,1,0,1
"1261652","R1.035","R2.044","R3.020","P1.05","P2.04",1,1,0,1
"1261884","R1.035","R2.045","R3.060","P1.05","P2.04",1,1,0,1
"1262468","R1.035","R2.048","R3.068","P1.05","P2.04",1,1,0,1
"1262490","R1.035","R2.048","R3.090","P1.05","P2.04",1,1,0,1
"1262880","R1.035","R2.050","R3.096","P1.05","P2.04",1,1,0,1
"1262985","R1.035","R2.051","R3.009","P1.05","P2.04",1,1,0,1
"1263040","R1.035","R2.051","R3.064","P1.05","P2.04",1,1,0,1
"1263060","R1.035","R2.051","R3.084","P1.05","P2.04",1,1,0,1
"1263564","R1.035","R2.054","R3.012","P1.05","P2.04",1,1,0,1
"1263787","R1.035","R2.055","R3.043","P1.05","P2.04",1,1,0,1
"1264136","R1.035","R2.057","R3.008","P1.05","P2.04",1,1,0,1
"1264138","R1.035","R2.057","R3.010","P1.05","P2.04",1,1,0,1
"1264147","R1.035","R2.057","R3.019","P1.05","P2.04",1,2,0.5,1
"1264324","R1.035","R2.058","R3.004","P1.05","P2.04",1,1,0,1
"1264359","R1.035","R2.058","R3.039","P1.05","P2.04",1,1,0,1
"1264601","R1.035","R2.059","R3.089","P1.05","P2.04",1,1,0,1
"1264757","R1.035","R2.060","R3.053","P1.05","P2.04",1,1,0,1
"1264912","R1.035","R2.061","R3.016","P1.05","P2.04",1,1,0,1
"1264949","R1.035","R2.061","R3.053","P1.05","P2.04",1,2,0.5,1
"1265116","R1.035","R2.062","R3.028","P1.05","P2.04",1,1,0,1
"1265129","R1.035","R2.062","R3.041","P1.05","P2.04",1,1,0,1
"1265130","R1.035","R2.062","R3.042","P1.05","P2.04",1,2,0.5,1
"1265176","R1.035","R2.062","R3.088","P1.05","P2.04",1,3,0.666666666666667,1
"1265180","R1.035","R2.062","R3.092","P1.05","P2.04",1,1,0,1
"1265501","R1.035","R2.064","R3.029","P1.05","P2.04",1,1,0,1
"1265883","R1.035","R2.066","R3.027","P1.05","P2.04",1,1,0,1
"1266078","R1.035","R2.067","R3.030","P1.05","P2.04",1,1,0,1
"1266628","R1.035","R2.070","R3.004","P1.05","P2.04",2,2,0,2
"1266843","R1.035","R2.071","R3.027","P1.05","P2.04",1,1,0,1
"1266878","R1.035","R2.071","R3.062","P1.05","P2.04",1,1,0,1
"1267027","R1.035","R2.072","R3.019","P1.05","P2.04",1,1,0,1
"1267232","R1.035","R2.073","R3.032","P1.05","P2.04",1,1,0,1
"1267236","R1.035","R2.073","R3.036","P1.05","P2.04",1,1,0,1
"1267460","R1.035","R2.074","R3.068","P1.05","P2.04",1,1,0,1
"1267481","R1.035","R2.074","R3.089","P1.05","P2.04",1,1,0,1
"1267602","R1.035","R2.075","R3.018","P1.05","P2.04",1,1,0,1
"1267670","R1.035","R2.075","R3.086","P1.05","P2.04",1,1,0,1
"1267797","R1.035","R2.076","R3.021","P1.05","P2.04",1,1,0,1
"1267970","R1.035","R2.077","R3.002","P1.05","P2.04",1,2,0.5,1
"1268058","R1.035","R2.077","R3.090","P1.05","P2.04",1,1,0,1
"1268356","R1.035","R2.079","R3.004","P1.05","P2.04",1,1,0,1
"1268395","R1.035","R2.079","R3.043","P1.05","P2.04",1,1,0,1
"1268406","R1.035","R2.079","R3.054","P1.05","P2.04",1,1,0,1
"1268739","R1.035","R2.081","R3.003","P1.05","P2.04",1,1,0,1
"1268755","R1.035","R2.081","R3.019","P1.05","P2.04",1,1,0,1
"1269206","R1.035","R2.083","R3.086","P1.05","P2.04",1,1,0,1
"1269550","R1.035","R2.085","R3.046","P1.05","P2.04",1,1,0,1
"1269566","R1.035","R2.085","R3.062","P1.05","P2.04",1,1,0,1
"1270134","R1.035","R2.088","R3.054","P1.05","P2.04",1,1,0,1
"1270300","R1.035","R2.089","R3.028","P1.05","P2.04",1,1,0,1
"1270309","R1.035","R2.089","R3.037","P1.05","P2.04",1,1,0,1
"1270470","R1.035","R2.090","R3.006","P1.05","P2.04",1,1,0,1
"1270552","R1.035","R2.090","R3.088","P1.05","P2.04",1,1,0,1
"1270692","R1.035","R2.091","R3.036","P1.05","P2.04",1,1,0,1
"1270873","R1.035","R2.092","R3.025","P1.05","P2.04",1,1,0,1
"1271069","R1.035","R2.093","R3.029","P1.05","P2.04",1,1,0,1
"1271077","R1.035","R2.093","R3.037","P1.05","P2.04",1,1,0,1
"1271113","R1.035","R2.093","R3.073","P1.05","P2.04",1,1,0,1
"1271132","R1.035","R2.093","R3.092","P1.05","P2.04",1,1,0,1
"1271284","R1.035","R2.094","R3.052","P1.05","P2.04",1,3,0.666666666666667,1
"1271311","R1.035","R2.094","R3.079","P1.05","P2.04",1,1,0,1
"1271432","R1.035","R2.095","R3.008","P1.05","P2.04",1,1,0,1
"1271479","R1.035","R2.095","R3.055","P1.05","P2.04",1,2,0.5,1
"1271511","R1.035","R2.095","R3.087","P1.05","P2.04",1,1,0,1
"1271617","R1.035","R2.096","R3.001","P1.05","P2.04",1,1,0,1
"1290528","R1.036","R2.002","R3.096","P1.05","P2.04",1,1,0,1
"1290679","R1.036","R2.003","R3.055","P1.05","P2.04",1,1,0,1
"1290681","R1.036","R2.003","R3.057","P1.05","P2.04",1,1,0,1
"1290707","R1.036","R2.003","R3.083","P1.05","P2.04",1,3,0.666666666666667,1
"1290871","R1.036","R2.004","R3.055","P1.05","P2.04",1,1,0,1
"1290901","R1.036","R2.004","R3.085","P1.05","P2.04",1,1,0,1
"1291068","R1.036","R2.005","R3.060","P1.05","P2.04",1,1,0,1
"1292403","R1.036","R2.012","R3.051","P1.05","P2.04",1,1,0,1
"1292754","R1.036","R2.014","R3.018","P1.05","P2.04",1,1,0,1
"1292798","R1.036","R2.014","R3.062","P1.05","P2.04",1,2,0.5,1
"1293130","R1.036","R2.016","R3.010","P1.05","P2.04",1,3,0.666666666666667,1
"1293325","R1.036","R2.017","R3.013","P1.05","P2.04",1,1,0,1
"1293372","R1.036","R2.017","R3.060","P1.05","P2.04",1,1,0,1
"1293931","R1.036","R2.020","R3.043","P1.05","P2.04",1,1,0,1
"1294113","R1.036","R2.021","R3.033","P1.05","P2.04",1,1,0,1
"1294689","R1.036","R2.024","R3.033","P1.05","P2.04",1,1,0,1
"1294895","R1.036","R2.025","R3.047","P1.05","P2.04",1,1,0,1
"1295244","R1.036","R2.027","R3.012","P1.05","P2.04",1,1,0,1
"1295325","R1.036","R2.027","R3.093","P1.05","P2.04",1,1,0,1
"1295326","R1.036","R2.027","R3.094","P1.05","P2.04",2,2,0,2
"1295508","R1.036","R2.028","R3.084","P1.05","P2.04",1,1,0,1
"1295514","R1.036","R2.028","R3.090","P1.05","P2.04",1,1,0,1
"1295824","R1.036","R2.030","R3.016","P1.05","P2.04",1,1,0,1
"1296058","R1.036","R2.031","R3.058","P1.05","P2.04",1,1,0,1
"1296201","R1.036","R2.032","R3.009","P1.05","P2.04",1,1,0,1
"1296206","R1.036","R2.032","R3.014","P1.05","P2.04",1,1,0,1
"1296260","R1.036","R2.032","R3.068","P1.05","P2.04",1,1,0,1
"1296417","R1.036","R2.033","R3.033","P1.05","P2.04",2,2,0,2
"1296467","R1.036","R2.033","R3.083","P1.05","P2.04",1,1,0,1
"1296473","R1.036","R2.033","R3.089","P1.05","P2.04",1,1,0,1
"1296628","R1.036","R2.034","R3.052","P1.05","P2.04",1,1,0,1
"1296864","R1.036","R2.035","R3.096","P1.05","P2.04",1,3,0.666666666666667,1
"1297246","R1.036","R2.037","R3.094","P1.05","P2.04",1,1,0,1
"1297604","R1.036","R2.039","R3.068","P1.05","P2.04",1,1,0,1
"1297958","R1.036","R2.041","R3.038","P1.05","P2.04",1,1,0,1
"1298165","R1.036","R2.042","R3.053","P1.05","P2.04",1,2,0.5,1
"1298398","R1.036","R2.043","R3.094","P1.05","P2.04",1,1,0,1
"1298578","R1.036","R2.044","R3.082","P1.05","P2.04",1,1,0,1
"1299485","R1.036","R2.049","R3.029","P1.05","P2.04",1,1,0,1
"1299517","R1.036","R2.049","R3.061","P1.05","P2.04",1,1,0,1
"1299702","R1.036","R2.050","R3.054","P1.05","P2.04",1,1,0,1
"1299720","R1.036","R2.050","R3.072","P1.05","P2.04",1,1,0,1
"1299875","R1.036","R2.051","R3.035","P1.05","P2.04",1,1,0,1
"1300053","R1.036","R2.052","R3.021","P1.05","P2.04",1,1,0,1
"1300241","R1.036","R2.053","R3.017","P1.05","P2.04",1,1,0,1
"1300677","R1.036","R2.055","R3.069","P1.05","P2.04",1,1,0,1
"1300679","R1.036","R2.055","R3.071","P1.05","P2.04",1,1,0,1
"1301041","R1.036","R2.057","R3.049","P1.05","P2.04",1,2,0.5,1
"1301244","R1.036","R2.058","R3.060","P1.05","P2.04",2,2,0,2
"1301429","R1.036","R2.059","R3.053","P1.05","P2.04",1,1,0,1
"1301994","R1.036","R2.062","R3.042","P1.05","P2.04",1,1,0,1
"1302355","R1.036","R2.064","R3.019","P1.05","P2.04",1,1,0,1
"1302556","R1.036","R2.065","R3.028","P1.05","P2.04",1,1,0,1
"1302559","R1.036","R2.065","R3.031","P1.05","P2.04",1,1,0,1
"1302763","R1.036","R2.066","R3.043","P1.05","P2.04",1,1,0,1
"1302780","R1.036","R2.066","R3.060","P1.05","P2.04",1,1,0,1
"1302917","R1.036","R2.067","R3.005","P1.05","P2.04",1,1,0,1
"1302925","R1.036","R2.067","R3.013","P1.05","P2.04",1,1,0,1
"1303004","R1.036","R2.067","R3.092","P1.05","P2.04",1,1,0,1
"1303147","R1.036","R2.068","R3.043","P1.05","P2.04",1,1,0,1
"1303339","R1.036","R2.069","R3.043","P1.05","P2.04",1,1,0,1
"1303387","R1.036","R2.069","R3.091","P1.05","P2.04",1,1,0,1
"1303547","R1.036","R2.070","R3.059","P1.05","P2.04",1,1,0,1
"1303740","R1.036","R2.071","R3.060","P1.05","P2.04",1,1,0,1
"1303763","R1.036","R2.071","R3.083","P1.05","P2.04",1,1,0,1
"1304262","R1.036","R2.074","R3.006","P1.05","P2.04",1,1,0,1
"1304860","R1.036","R2.077","R3.028","P1.05","P2.04",1,1,0,1
"1304866","R1.036","R2.077","R3.034","P1.05","P2.04",1,1,0,1
"1305098","R1.036","R2.078","R3.074","P1.05","P2.04",1,1,0,1
"1305422","R1.036","R2.080","R3.014","P1.05","P2.04",1,1,0,1
