"","R1","R2","R3","P5","P7","mm10_unique","mm10_total","mm10_dup","mm10_libsize"
"716163","R1.020","R2.083","R3.003","P1.04","P2.04",1,1,0,1
"716553","R1.020","R2.085","R3.009","P1.04","P2.04",1,1,0,1
"716972","R1.020","R2.087","R3.044","P1.04","P2.04",1,1,0,1
"717140","R1.020","R2.088","R3.020","P1.04","P2.04",1,1,0,1
"717557","R1.020","R2.090","R3.053","P1.04","P2.04",1,1,0,1
"717900","R1.020","R2.092","R3.012","P1.04","P2.04",1,1,0,1
"718139","R1.020","R2.093","R3.059","P1.04","P2.04",1,1,0,1
"718156","R1.020","R2.093","R3.076","P1.04","P2.04",1,1,0,1
"718705","R1.020","R2.096","R3.049","P1.04","P2.04",1,1,0,1
"737371","R1.021","R2.001","R3.091","P1.04","P2.04",1,1,0,1
"737488","R1.021","R2.002","R3.016","P1.04","P2.04",1,2,0.5,1
"737490","R1.021","R2.002","R3.018","P1.04","P2.04",1,1,0,1
"737505","R1.021","R2.002","R3.033","P1.04","P2.04",1,1,0,1
"737673","R1.021","R2.003","R3.009","P1.04","P2.04",1,2,0.5,1
"737725","R1.021","R2.003","R3.061","P1.04","P2.04",1,1,0,1
"737898","R1.021","R2.004","R3.042","P1.04","P2.04",1,1,0,1
"738254","R1.021","R2.006","R3.014","P1.04","P2.04",2,3,0.333333333333333,3
"738710","R1.021","R2.008","R3.086","P1.04","P2.04",1,1,0,1
"739073","R1.021","R2.010","R3.065","P1.04","P2.04",2,2,0,2
"739241","R1.021","R2.011","R3.041","P1.04","P2.04",1,1,0,1
"739447","R1.021","R2.012","R3.055","P1.04","P2.04",1,1,0,1
"739449","R1.021","R2.012","R3.057","P1.04","P2.04",1,1,0,1
"739612","R1.021","R2.013","R3.028","P1.04","P2.04",2,2,0,2
"739665","R1.021","R2.013","R3.081","P1.04","P2.04",2,3,0.333333333333333,3
"739821","R1.021","R2.014","R3.045","P1.04","P2.04",1,2,0.5,1
"740026","R1.021","R2.015","R3.058","P1.04","P2.04",1,1,0,1
"741158","R1.021","R2.021","R3.038","P1.04","P2.04",1,1,0,1
"741177","R1.021","R2.021","R3.057","P1.04","P2.04",2,2,0,2
"741400","R1.021","R2.022","R3.088","P1.04","P2.04",1,1,0,1
"741543","R1.021","R2.023","R3.039","P1.04","P2.04",1,1,0,1
"741917","R1.021","R2.025","R3.029","P1.04","P2.04",1,1,0,1
"741929","R1.021","R2.025","R3.041","P1.04","P2.04",2,3,0.333333333333333,3
"742085","R1.021","R2.026","R3.005","P1.04","P2.04",1,1,0,1
"742147","R1.021","R2.026","R3.067","P1.04","P2.04",3,3,0,3
"742291","R1.021","R2.027","R3.019","P1.04","P2.04",2,2,0,2
"742297","R1.021","R2.027","R3.025","P1.04","P2.04",1,2,0.5,1
"743240","R1.021","R2.032","R3.008","P1.04","P2.04",1,1,0,1
"743425","R1.021","R2.033","R3.001","P1.04","P2.04",1,1,0,1
"743500","R1.021","R2.033","R3.076","P1.04","P2.04",1,1,0,1
"744593","R1.021","R2.039","R3.017","P1.04","P2.04",1,1,0,1
"745047","R1.021","R2.041","R3.087","P1.04","P2.04",2,3,0.333333333333333,3
"745232","R1.021","R2.042","R3.080","P1.04","P2.04",1,1,0,1
"745244","R1.021","R2.042","R3.092","P1.04","P2.04",2,2,0,2
"745760","R1.021","R2.045","R3.032","P1.04","P2.04",1,1,0,1
"746013","R1.021","R2.046","R3.093","P1.04","P2.04",1,2,0.5,1
"746186","R1.021","R2.047","R3.074","P1.04","P2.04",1,1,0,1
"746370","R1.021","R2.048","R3.066","P1.04","P2.04",1,1,0,1
"746522","R1.021","R2.049","R3.026","P1.04","P2.04",1,1,0,1
"746689","R1.021","R2.050","R3.001","P1.04","P2.04",1,1,0,1
"746772","R1.021","R2.050","R3.084","P1.04","P2.04",2,2,0,2
"746938","R1.021","R2.051","R3.058","P1.04","P2.04",1,1,0,1
"747136","R1.021","R2.052","R3.064","P1.04","P2.04",1,2,0.5,1
"747462","R1.021","R2.054","R3.006","P1.04","P2.04",1,1,0,1
"747687","R1.021","R2.055","R3.039","P1.04","P2.04",1,1,0,1
"748102","R1.021","R2.057","R3.070","P1.04","P2.04",1,3,0.666666666666667,1
"748812","R1.021","R2.061","R3.012","P1.04","P2.04",1,1,0,1
"749023","R1.021","R2.062","R3.031","P1.04","P2.04",1,1,0,1
"749062","R1.021","R2.062","R3.070","P1.04","P2.04",1,1,0,1
"749187","R1.021","R2.063","R3.003","P1.04","P2.04",1,1,0,1
"749606","R1.021","R2.065","R3.038","P1.04","P2.04",1,1,0,1
"749642","R1.021","R2.065","R3.074","P1.04","P2.04",2,2,0,2
"749985","R1.021","R2.067","R3.033","P1.04","P2.04",2,2,0,2
"750781","R1.021","R2.071","R3.061","P1.04","P2.04",1,1,0,1
"751192","R1.021","R2.073","R3.088","P1.04","P2.04",1,1,0,1
"751502","R1.021","R2.075","R3.014","P1.04","P2.04",1,1,0,1
"751505","R1.021","R2.075","R3.017","P1.04","P2.04",1,1,0,1
"751529","R1.021","R2.075","R3.041","P1.04","P2.04",1,1,0,1
"751556","R1.021","R2.075","R3.068","P1.04","P2.04",1,1,0,1
"751939","R1.021","R2.077","R3.067","P1.04","P2.04",1,2,0.5,1
"751955","R1.021","R2.077","R3.083","P1.04","P2.04",1,1,0,1
"752316","R1.021","R2.079","R3.060","P1.04","P2.04",1,1,0,1
"752672","R1.021","R2.081","R3.032","P1.04","P2.04",1,1,0,1
"752843","R1.021","R2.082","R3.011","P1.04","P2.04",1,1,0,1
"752916","R1.021","R2.082","R3.084","P1.04","P2.04",1,1,0,1
"753095","R1.021","R2.083","R3.071","P1.04","P2.04",1,1,0,1
"753099","R1.021","R2.083","R3.075","P1.04","P2.04",1,1,0,1
"753118","R1.021","R2.083","R3.094","P1.04","P2.04",1,1,0,1
"753618","R1.021","R2.086","R3.018","P1.04","P2.04",1,1,0,1
"753869","R1.021","R2.087","R3.077","P1.04","P2.04",1,1,0,1
"754077","R1.021","R2.088","R3.093","P1.04","P2.04",1,1,0,1
"755024","R1.021","R2.093","R3.080","P1.04","P2.04",1,1,0,1
"755345","R1.021","R2.095","R3.017","P1.04","P2.04",1,1,0,1
"774405","R1.022","R2.002","R3.069","P1.04","P2.04",1,1,0,1
"775004","R1.022","R2.005","R3.092","P1.04","P2.04",1,2,0.5,1
"775944","R1.022","R2.010","R3.072","P1.04","P2.04",2,2,0,2
"776469","R1.022","R2.013","R3.021","P1.04","P2.04",1,1,0,1
"776524","R1.022","R2.013","R3.076","P1.04","P2.04",2,2,0,2
"777064","R1.022","R2.016","R3.040","P1.04","P2.04",1,1,0,1
"777233","R1.022","R2.017","R3.017","P1.04","P2.04",1,1,0,1
"777255","R1.022","R2.017","R3.039","P1.04","P2.04",1,1,0,1
"777259","R1.022","R2.017","R3.043","P1.04","P2.04",1,1,0,1
"777272","R1.022","R2.017","R3.056","P1.04","P2.04",1,1,0,1
"777681","R1.022","R2.019","R3.081","P1.04","P2.04",1,1,0,1
"777693","R1.022","R2.019","R3.093","P1.04","P2.04",1,1,0,1
"778020","R1.022","R2.021","R3.036","P1.04","P2.04",1,1,0,1
"778565","R1.022","R2.024","R3.005","P1.04","P2.04",1,1,0,1
"778586","R1.022","R2.024","R3.026","P1.04","P2.04",1,1,0,1
"778604","R1.022","R2.024","R3.044","P1.04","P2.04",2,3,0.333333333333333,3
"778810","R1.022","R2.025","R3.058","P1.04","P2.04",1,1,0,1
"778964","R1.022","R2.026","R3.020","P1.04","P2.04",1,1,0,1
"778991","R1.022","R2.026","R3.047","P1.04","P2.04",1,1,0,1
"779008","R1.022","R2.026","R3.064","P1.04","P2.04",1,1,0,1
"779157","R1.022","R2.027","R3.021","P1.04","P2.04",1,1,0,1
"779414","R1.022","R2.028","R3.086","P1.04","P2.04",1,1,0,1
"779575","R1.022","R2.029","R3.055","P1.04","P2.04",1,1,0,1
"779613","R1.022","R2.029","R3.093","P1.04","P2.04",2,2,0,2
"780131","R1.022","R2.032","R3.035","P1.04","P2.04",1,1,0,1
"780153","R1.022","R2.032","R3.057","P1.04","P2.04",1,1,0,1
"780314","R1.022","R2.033","R3.026","P1.04","P2.04",1,1,0,1
"780547","R1.022","R2.034","R3.067","P1.04","P2.04",1,1,0,1
"780865","R1.022","R2.036","R3.001","P1.04","P2.04",1,1,0,1
"780885","R1.022","R2.036","R3.021","P1.04","P2.04",2,2,0,2
"780903","R1.022","R2.036","R3.039","P1.04","P2.04",1,1,0,1
"781269","R1.022","R2.038","R3.021","P1.04","P2.04",1,1,0,1
"781282","R1.022","R2.038","R3.034","P1.04","P2.04",1,1,0,1
"781315","R1.022","R2.038","R3.067","P1.04","P2.04",1,1,0,1
"781503","R1.022","R2.039","R3.063","P1.04","P2.04",1,1,0,1
"781844","R1.022","R2.041","R3.020","P1.04","P2.04",1,1,0,1
"781899","R1.022","R2.041","R3.075","P1.04","P2.04",1,1,0,1
"782101","R1.022","R2.042","R3.085","P1.04","P2.04",1,2,0.5,1
"782605","R1.022","R2.045","R3.013","P1.04","P2.04",1,1,0,1
"782647","R1.022","R2.045","R3.055","P1.04","P2.04",1,1,0,1
"783011","R1.022","R2.047","R3.035","P1.04","P2.04",1,1,0,1
"783050","R1.022","R2.047","R3.074","P1.04","P2.04",1,1,0,1
"783064","R1.022","R2.047","R3.088","P1.04","P2.04",1,1,0,1
"783972","R1.022","R2.052","R3.036","P1.04","P2.04",1,1,0,1
"784198","R1.022","R2.053","R3.070","P1.04","P2.04",1,1,0,1
"784755","R1.022","R2.056","R3.051","P1.04","P2.04",1,1,0,1
"784757","R1.022","R2.056","R3.053","P1.04","P2.04",1,1,0,1
"784924","R1.022","R2.057","R3.028","P1.04","P2.04",1,2,0.5,1
"784936","R1.022","R2.057","R3.040","P1.04","P2.04",1,1,0,1
"785536","R1.022","R2.060","R3.064","P1.04","P2.04",1,1,0,1
"785558","R1.022","R2.060","R3.086","P1.04","P2.04",1,2,0.5,1
"785923","R1.022","R2.062","R3.067","P1.04","P2.04",1,1,0,1
"785928","R1.022","R2.062","R3.072","P1.04","P2.04",1,1,0,1
"786254","R1.022","R2.064","R3.014","P1.04","P2.04",1,1,0,1
"786296","R1.022","R2.064","R3.056","P1.04","P2.04",1,1,0,1
"786668","R1.022","R2.066","R3.044","P1.04","P2.04",2,2,0,2
"786675","R1.022","R2.066","R3.051","P1.04","P2.04",1,1,0,1
"786681","R1.022","R2.066","R3.057","P1.04","P2.04",1,1,0,1
"786848","R1.022","R2.067","R3.032","P1.04","P2.04",1,1,0,1
"787202","R1.022","R2.069","R3.002","P1.04","P2.04",1,1,0,1
"788254","R1.022","R2.074","R3.094","P1.04","P2.04",1,1,0,1
"788365","R1.022","R2.075","R3.013","P1.04","P2.04",1,1,0,1
"788397","R1.022","R2.075","R3.045","P1.04","P2.04",1,1,0,1
"788941","R1.022","R2.078","R3.013","P1.04","P2.04",1,1,0,1
"789335","R1.022","R2.080","R3.023","P1.04","P2.04",5,6,0.166666666666667,16
"789596","R1.022","R2.081","R3.092","P1.04","P2.04",2,2,0,2
"790126","R1.022","R2.084","R3.046","P1.04","P2.04",1,1,0,1
"790529","R1.022","R2.086","R3.065","P1.04","P2.04",1,1,0,1
"790534","R1.022","R2.086","R3.070","P1.04","P2.04",1,1,0,1
"790667","R1.022","R2.087","R3.011","P1.04","P2.04",1,1,0,1
"790731","R1.022","R2.087","R3.075","P1.04","P2.04",1,1,0,1
"790868","R1.022","R2.088","R3.020","P1.04","P2.04",1,1,0,1
"791434","R1.022","R2.091","R3.010","P1.04","P2.04",1,2,0.5,1
"791475","R1.022","R2.091","R3.051","P1.04","P2.04",1,1,0,1
"791826","R1.022","R2.093","R3.018","P1.04","P2.04",1,1,0,1
"791876","R1.022","R2.093","R3.068","P1.04","P2.04",1,1,0,1
"792228","R1.022","R2.095","R3.036","P1.04","P2.04",1,1,0,1
"792253","R1.022","R2.095","R3.061","P1.04","P2.04",1,1,0,1
"792452","R1.022","R2.096","R3.068","P1.04","P2.04",1,1,0,1
"812367","R1.023","R2.008","R3.015","P1.04","P2.04",1,1,0,1
"812961","R1.023","R2.011","R3.033","P1.04","P2.04",1,1,0,1
"813193","R1.023","R2.012","R3.073","P1.04","P2.04",1,1,0,1
"813563","R1.023","R2.014","R3.059","P1.04","P2.04",1,1,0,1
"813767","R1.023","R2.015","R3.071","P1.04","P2.04",1,1,0,1
"814166","R1.023","R2.017","R3.086","P1.04","P2.04",1,1,0,1
"814676","R1.023","R2.020","R3.020","P1.04","P2.04",1,1,0,1
"814882","R1.023","R2.021","R3.034","P1.04","P2.04",2,3,0.333333333333333,3
"814912","R1.023","R2.021","R3.064","P1.04","P2.04",1,1,0,1
"815252","R1.023","R2.023","R3.020","P1.04","P2.04",1,1,0,1
"815486","R1.023","R2.024","R3.062","P1.04","P2.04",1,3,0.666666666666667,1
"815516","R1.023","R2.024","R3.092","P1.04","P2.04",1,1,0,1
"816212","R1.023","R2.028","R3.020","P1.04","P2.04",1,1,0,1
"816433","R1.023","R2.029","R3.049","P1.04","P2.04",1,1,0,1
"816447","R1.023","R2.029","R3.063","P1.04","P2.04",1,1,0,1
"816987","R1.023","R2.032","R3.027","P1.04","P2.04",1,1,0,1
"817005","R1.023","R2.032","R3.045","P1.04","P2.04",1,1,0,1
"817018","R1.023","R2.032","R3.058","P1.04","P2.04",1,1,0,1
"817044","R1.023","R2.032","R3.084","P1.04","P2.04",1,2,0.5,1
"817236","R1.023","R2.033","R3.084","P1.04","P2.04",1,1,0,1
"817372","R1.023","R2.034","R3.028","P1.04","P2.04",1,1,0,1
"817588","R1.023","R2.035","R3.052","P1.04","P2.04",1,2,0.5,1
"817759","R1.023","R2.036","R3.031","P1.04","P2.04",1,1,0,1
"817778","R1.023","R2.036","R3.050","P1.04","P2.04",1,1,0,1
"817965","R1.023","R2.037","R3.045","P1.04","P2.04",1,1,0,1
"818187","R1.023","R2.038","R3.075","P1.04","P2.04",1,1,0,1
"818370","R1.023","R2.039","R3.066","P1.04","P2.04",1,1,0,1
"818697","R1.023","R2.041","R3.009","P1.04","P2.04",1,1,0,1
"818722","R1.023","R2.041","R3.034","P1.04","P2.04",1,1,0,1
"818903","R1.023","R2.042","R3.023","P1.04","P2.04",2,2,0,2
"819350","R1.023","R2.044","R3.086","P1.04","P2.04",1,1,0,1
"819889","R1.023","R2.047","R3.049","P1.04","P2.04",1,1,0,1
"820507","R1.023","R2.050","R3.091","P1.04","P2.04",1,1,0,1
"821005","R1.023","R2.053","R3.013","P1.04","P2.04",2,2,0,2
"821044","R1.023","R2.053","R3.052","P1.04","P2.04",1,1,0,1
"821454","R1.023","R2.055","R3.078","P1.04","P2.04",2,2,0,2
"821575","R1.023","R2.056","R3.007","P1.04","P2.04",1,1,0,1
"821606","R1.023","R2.056","R3.038","P1.04","P2.04",3,3,0,3
"821776","R1.023","R2.057","R3.016","P1.04","P2.04",1,1,0,1
"821830","R1.023","R2.057","R3.070","P1.04","P2.04",1,1,0,1
"821854","R1.023","R2.057","R3.094","P1.04","P2.04",1,1,0,1
"821997","R1.023","R2.058","R3.045","P1.04","P2.04",2,2,0,2
"822009","R1.023","R2.058","R3.057","P1.04","P2.04",1,1,0,1
"822391","R1.023","R2.060","R3.055","P1.04","P2.04",1,1,0,1
"822570","R1.023","R2.061","R3.042","P1.04","P2.04",1,1,0,1
"822749","R1.023","R2.062","R3.029","P1.04","P2.04",1,1,0,1
"822750","R1.023","R2.062","R3.030","P1.04","P2.04",1,1,0,1
"822959","R1.023","R2.063","R3.047","P1.04","P2.04",1,1,0,1
"822963","R1.023","R2.063","R3.051","P1.04","P2.04",1,1,0,1
"823505","R1.023","R2.066","R3.017","P1.04","P2.04",2,2,0,2
"823567","R1.023","R2.066","R3.079","P1.04","P2.04",1,2,0.5,1
"823874","R1.023","R2.068","R3.002","P1.04","P2.04",1,1,0,1
"823954","R1.023","R2.068","R3.082","P1.04","P2.04",1,1,0,1
"824133","R1.023","R2.069","R3.069","P1.04","P2.04",2,2,0,2
"824154","R1.023","R2.069","R3.090","P1.04","P2.04",1,1,0,1
"824295","R1.023","R2.070","R3.039","P1.04","P2.04",1,1,0,1
"824478","R1.023","R2.071","R3.030","P1.04","P2.04",1,1,0,1
"824543","R1.023","R2.071","R3.095","P1.04","P2.04",1,1,0,1
"824853","R1.023","R2.073","R3.021","P1.04","P2.04",1,1,0,1
"824873","R1.023","R2.073","R3.041","P1.04","P2.04",1,1,0,1
"824899","R1.023","R2.073","R3.067","P1.04","P2.04",1,1,0,1
"824904","R1.023","R2.073","R3.072","P1.04","P2.04",1,1,0,1
"825498","R1.023","R2.076","R3.090","P1.04","P2.04",1,1,0,1
"825868","R1.023","R2.078","R3.076","P1.04","P2.04",1,1,0,1
"826459","R1.023","R2.081","R3.091","P1.04","P2.04",1,1,0,1
"826799","R1.023","R2.083","R3.047","P1.04","P2.04",1,1,0,1
"826845","R1.023","R2.083","R3.093","P1.04","P2.04",1,1,0,1
"826959","R1.023","R2.084","R3.015","P1.04","P2.04",1,1,0,1
"827199","R1.023","R2.085","R3.063","P1.04","P2.04",1,1,0,1
"827523","R1.023","R2.087","R3.003","P1.04","P2.04",3,3,0,3
"827548","R1.023","R2.087","R3.028","P1.04","P2.04",1,1,0,1
"827560","R1.023","R2.087","R3.040","P1.04","P2.04",1,1,0,1
"827598","R1.023","R2.087","R3.078","P1.04","P2.04",1,1,0,1
"827803","R1.023","R2.088","R3.091","P1.04","P2.04",1,3,0.666666666666667,1
"828122","R1.023","R2.090","R3.026","P1.04","P2.04",2,3,0.333333333333333,3
"828154","R1.023","R2.090","R3.058","P1.04","P2.04",1,1,0,1
"828177","R1.023","R2.090","R3.081","P1.04","P2.04",1,1,0,1
"828289","R1.023","R2.091","R3.001","P1.04","P2.04",1,2,0.5,1
"828300","R1.023","R2.091","R3.012","P1.04","P2.04",1,1,0,1
"828332","R1.023","R2.091","R3.044","P1.04","P2.04",2,2,0,2
"828544","R1.023","R2.092","R3.064","P1.04","P2.04",2,2,0,2
"828688","R1.023","R2.093","R3.016","P1.04","P2.04",1,1,0,1
"828738","R1.023","R2.093","R3.066","P1.04","P2.04",2,2,0,2
"828959","R1.023","R2.094","R3.095","P1.04","P2.04",1,1,0,1
"847949","R1.024","R2.001","R3.077","P1.04","P2.04",1,2,0.5,1
"848334","R1.024","R2.003","R3.078","P1.04","P2.04",1,1,0,1
"848506","R1.024","R2.004","R3.058","P1.04","P2.04",1,1,0,1
"848716","R1.024","R2.005","R3.076","P1.04","P2.04",1,1,0,1
"848727","R1.024","R2.005","R3.087","P1.04","P2.04",1,1,0,1
"849119","R1.024","R2.007","R3.095","P1.04","P2.04",1,2,0.5,1
"849807","R1.024","R2.011","R3.015","P1.04","P2.04",1,2,0.5,1
"850980","R1.024","R2.017","R3.036","P1.04","P2.04",1,1,0,1
"850993","R1.024","R2.017","R3.049","P1.04","P2.04",1,1,0,1
"851160","R1.024","R2.018","R3.024","P1.04","P2.04",1,1,0,1
"851541","R1.024","R2.020","R3.021","P1.04","P2.04",1,1,0,1
"851544","R1.024","R2.020","R3.024","P1.04","P2.04",2,2,0,2
"852521","R1.024","R2.025","R3.041","P1.04","P2.04",2,2,0,2
"853327","R1.024","R2.029","R3.079","P1.04","P2.04",1,1,0,1
"853338","R1.024","R2.029","R3.090","P1.04","P2.04",1,1,0,1
"854226","R1.024","R2.034","R3.018","P1.04","P2.04",1,1,0,1
"854486","R1.024","R2.035","R3.086","P1.04","P2.04",1,1,0,1
"854857","R1.024","R2.037","R3.073","P1.04","P2.04",1,1,0,1
"855004","R1.024","R2.038","R3.028","P1.04","P2.04",2,4,0.5,3
"855034","R1.024","R2.038","R3.058","P1.04","P2.04",1,1,0,1
"855058","R1.024","R2.038","R3.082","P1.04","P2.04",1,2,0.5,1
"855403","R1.024","R2.040","R3.043","P1.04","P2.04",1,1,0,1
"855568","R1.024","R2.041","R3.016","P1.04","P2.04",1,1,0,1
"855630","R1.024","R2.041","R3.078","P1.04","P2.04",1,2,0.5,1
"855938","R1.024","R2.043","R3.002","P1.04","P2.04",1,1,0,1
"856387","R1.024","R2.045","R3.067","P1.04","P2.04",1,1,0,1
"856515","R1.024","R2.046","R3.003","P1.04","P2.04",2,3,0.333333333333333,3
"856585","R1.024","R2.046","R3.073","P1.04","P2.04",2,2,0,2
"857301","R1.024","R2.050","R3.021","P1.04","P2.04",1,4,0.75,1
"857374","R1.024","R2.050","R3.094","P1.04","P2.04",1,1,0,1
"857529","R1.024","R2.051","R3.057","P1.04","P2.04",1,1,0,1
"858069","R1.024","R2.054","R3.021","P1.04","P2.04",1,1,0,1
"858294","R1.024","R2.055","R3.054","P1.04","P2.04",1,1,0,1
"859210","R1.024","R2.060","R3.010","P1.04","P2.04",1,1,0,1
"859215","R1.024","R2.060","R3.015","P1.04","P2.04",1,1,0,1
"859242","R1.024","R2.060","R3.042","P1.04","P2.04",1,1,0,1
"859252","R1.024","R2.060","R3.052","P1.04","P2.04",1,1,0,1
"859274","R1.024","R2.060","R3.074","P1.04","P2.04",1,1,0,1
"859655","R1.024","R2.062","R3.071","P1.04","P2.04",1,1,0,1
"860241","R1.024","R2.065","R3.081","P1.04","P2.04",1,1,0,1
"860571","R1.024","R2.067","R3.027","P1.04","P2.04",1,1,0,1
"860968","R1.024","R2.069","R3.040","P1.04","P2.04",1,1,0,1
"861177","R1.024","R2.070","R3.057","P1.04","P2.04",1,2,0.5,1
"861204","R1.024","R2.070","R3.084","P1.04","P2.04",1,1,0,1
"861385","R1.024","R2.071","R3.073","P1.04","P2.04",3,3,0,3
"861524","R1.024","R2.072","R3.020","P1.04","P2.04",1,1,0,1
"861941","R1.024","R2.074","R3.053","P1.04","P2.04",1,1,0,1
"862746","R1.024","R2.078","R3.090","P1.04","P2.04",1,1,0,1
"863286","R1.024","R2.081","R3.054","P1.04","P2.04",1,1,0,1
"863862","R1.024","R2.084","R3.054","P1.04","P2.04",2,2,0,2
"865006","R1.024","R2.090","R3.046","P1.04","P2.04",1,1,0,1
"865008","R1.024","R2.090","R3.048","P1.04","P2.04",1,1,0,1
"865583","R1.024","R2.093","R3.047","P1.04","P2.04",1,2,0.5,1
"865812","R1.024","R2.094","R3.084","P1.04","P2.04",2,2,0,2
"865947","R1.024","R2.095","R3.027","P1.04","P2.04",1,1,0,1
"865953","R1.024","R2.095","R3.033","P1.04","P2.04",1,1,0,1
"865963","R1.024","R2.095","R3.043","P1.04","P2.04",1,1,0,1
"865993","R1.024","R2.095","R3.073","P1.04","P2.04",1,1,0,1
"885978","R1.025","R2.007","R3.090","P1.04","P2.04",1,2,0.5,1
"886517","R1.025","R2.010","R3.053","P1.04","P2.04",1,1,0,1
"889042","R1.025","R2.023","R3.082","P1.04","P2.04",1,1,0,1
"892067","R1.025","R2.039","R3.035","P1.04","P2.04",1,1,0,1
"892642","R1.025","R2.042","R3.034","P1.04","P2.04",1,1,0,1
"895550","R1.025","R2.057","R3.062","P1.04","P2.04",1,1,0,1
"897607","R1.025","R2.068","R3.007","P1.04","P2.04",1,1,0,1
"899797","R1.025","R2.079","R3.085","P1.04","P2.04",1,1,0,1
"900926","R1.025","R2.085","R3.062","P1.04","P2.04",1,1,0,1
"901085","R1.025","R2.086","R3.029","P1.04","P2.04",1,1,0,1
"901505","R1.025","R2.088","R3.065","P1.04","P2.04",1,1,0,1
"921613","R1.026","R2.001","R3.013","P1.04","P2.04",1,1,0,1
"921623","R1.026","R2.001","R3.023","P1.04","P2.04",1,1,0,1
"921628","R1.026","R2.001","R3.028","P1.04","P2.04",1,1,0,1
"921637","R1.026","R2.001","R3.037","P1.04","P2.04",1,2,0.5,1
"922019","R1.026","R2.003","R3.035","P1.04","P2.04",1,1,0,1
"922067","R1.026","R2.003","R3.083","P1.04","P2.04",2,3,0.333333333333333,3
"922180","R1.026","R2.004","R3.004","P1.04","P2.04",1,1,0,1
"922219","R1.026","R2.004","R3.043","P1.04","P2.04",1,1,0,1
"922242","R1.026","R2.004","R3.066","P1.04","P2.04",1,1,0,1
"922255","R1.026","R2.004","R3.079","P1.04","P2.04",1,2,0.5,1
"922258","R1.026","R2.004","R3.082","P1.04","P2.04",1,1,0,1
"923164","R1.026","R2.009","R3.028","P1.04","P2.04",1,1,0,1
"923342","R1.026","R2.010","R3.014","P1.04","P2.04",1,1,0,1
"923346","R1.026","R2.010","R3.018","P1.04","P2.04",1,1,0,1
"923531","R1.026","R2.011","R3.011","P1.04","P2.04",1,1,0,1
"923539","R1.026","R2.011","R3.019","P1.04","P2.04",2,2,0,2
"923749","R1.026","R2.012","R3.037","P1.04","P2.04",1,1,0,1
"923983","R1.026","R2.013","R3.079","P1.04","P2.04",1,1,0,1
"924127","R1.026","R2.014","R3.031","P1.04","P2.04",1,1,0,1
"924724","R1.026","R2.017","R3.052","P1.04","P2.04",1,1,0,1
"924887","R1.026","R2.018","R3.023","P1.04","P2.04",1,1,0,1
"924944","R1.026","R2.018","R3.080","P1.04","P2.04",1,1,0,1
"924949","R1.026","R2.018","R3.085","P1.04","P2.04",1,1,0,1
"925456","R1.026","R2.021","R3.016","P1.04","P2.04",1,2,0.5,1
"925645","R1.026","R2.022","R3.013","P1.04","P2.04",1,1,0,1
"925911","R1.026","R2.023","R3.087","P1.04","P2.04",1,1,0,1
"926218","R1.026","R2.025","R3.010","P1.04","P2.04",1,1,0,1
"926270","R1.026","R2.025","R3.062","P1.04","P2.04",1,1,0,1
"926292","R1.026","R2.025","R3.084","P1.04","P2.04",1,1,0,1
"926676","R1.026","R2.027","R3.084","P1.04","P2.04",1,1,0,1
"926824","R1.026","R2.028","R3.040","P1.04","P2.04",1,1,0,1
"927000","R1.026","R2.029","R3.024","P1.04","P2.04",1,1,0,1
"927040","R1.026","R2.029","R3.064","P1.04","P2.04",1,1,0,1
"927454","R1.026","R2.031","R3.094","P1.04","P2.04",2,2,0,2
"927618","R1.026","R2.032","R3.066","P1.04","P2.04",2,2,0,2
"927767","R1.026","R2.033","R3.023","P1.04","P2.04",1,2,0.5,1
"927946","R1.026","R2.034","R3.010","P1.04","P2.04",1,1,0,1
"928170","R1.026","R2.035","R3.042","P1.04","P2.04",1,1,0,1
"928172","R1.026","R2.035","R3.044","P1.04","P2.04",2,2,0,2
"928356","R1.026","R2.036","R3.036","P1.04","P2.04",1,1,0,1
"928372","R1.026","R2.036","R3.052","P1.04","P2.04",1,2,0.5,1
"929105","R1.026","R2.040","R3.017","P1.04","P2.04",1,1,0,1
"929327","R1.026","R2.041","R3.047","P1.04","P2.04",1,1,0,1
"929514","R1.026","R2.042","R3.042","P1.04","P2.04",1,1,0,1
"929534","R1.026","R2.042","R3.062","P1.04","P2.04",1,1,0,1
"929888","R1.026","R2.044","R3.032","P1.04","P2.04",1,1,0,1
"929935","R1.026","R2.044","R3.079","P1.04","P2.04",2,2,0,2
"930094","R1.026","R2.045","R3.046","P1.04","P2.04",1,1,0,1
"930298","R1.026","R2.046","R3.058","P1.04","P2.04",1,1,0,1
"931042","R1.026","R2.050","R3.034","P1.04","P2.04",1,1,0,1
"931396","R1.026","R2.052","R3.004","P1.04","P2.04",1,1,0,1
"931408","R1.026","R2.052","R3.016","P1.04","P2.04",1,2,0.5,1
"931635","R1.026","R2.053","R3.051","P1.04","P2.04",1,1,0,1
"931821","R1.026","R2.054","R3.045","P1.04","P2.04",1,2,0.5,1
"931987","R1.026","R2.055","R3.019","P1.04","P2.04",1,1,0,1
